gene_id	transcript_id
SSR1	"uc003mxf.3,uc003mxg.3,uc010jny.2"
SSR2	"uc001fmv.2,uc001fmw.2,uc001fmx.2,uc001fmy.2,uc010pgv.1,uc010pgw.1"
SSR3	"uc003fau.2,uc011bop.1"
SSR4	"uc004fiv.2,uc004fiw.2"
SSRP1	"uc001njt.2,uc010rjq.1"
SSSCA1	uc001oek.2
SSTR1	"uc001wul.1,uc010amu.1"
SSTR2	uc002jje.2
SSTR3	"uc003ara.2,uc003arb.2"
SSTR4	uc002wsr.2
SSTR5	uc002ckq.2
SST	uc003frn.2
SSU72	"uc001agd.2,uc001age.1,uc009vkg.1"
SSX1	uc004djb.1
SSX2IP	"uc001dkf.2,uc001dkg.2,uc001dkh.2,uc001dki.2,uc001dkj.2,uc001dkk.1,uc009wci.2,uc010orz.1,uc010osa.1"
SSX2	"uc004dqy.1,uc004dqz.1,uc004dra.1,uc004drb.1"
SSX3	"uc004djd.1,uc004dje.2,uc010nic.2"
SSX4	"uc004djf.1,uc004djg.1,uc004djh.1,uc004dji.1"
SSX5	"uc004diz.1,uc004dja.1"
SSX6	"uc004dix.1,uc011mlv.1"
SSX7	uc004dqx.1
SSX8	"uc011moa.1,uc011mob.1"
ST13	"uc003aze.2,uc011aow.1"
ST14	"uc001qfw.2,uc010sca.1"
ST18	"uc003xqz.2,uc003xra.2,uc003xrb.2,uc003xrc.2,uc010lyb.2,uc011ldq.1,uc011ldr.1,uc011lds.1"
ST20	"uc002bez.3,uc002bfa.3"
ST3GAL1	"uc003yuk.2,uc003yum.2"
ST3GAL2	"uc002eyw.2,uc002eyx.2"
ST3GAL3	"uc001cjz.2,uc001cka.2,uc001ckb.2,uc001ckc.2,uc001ckd.2,uc001cke.2,uc001ckf.2,uc001ckg.2,uc001ckh.2,uc001cki.2,uc001ckj.2,uc001ckk.2,uc001ckl.2,uc001ckm.2,uc001ckn.2,uc001cko.2,uc001ckp.2,uc001ckq.2,uc001ckr.2,uc009vwu.1,uc009vwv.2,uc009vww.2,uc009vwx.2,uc009vwy.2,uc009vwz.2,uc009vxa.2,uc009vxb.2,uc010okj.1"
ST3GAL4	"uc001qds.2,uc001qdt.2,uc001qdu.2,uc001qdv.2,uc001qdw.2,uc001qdx.1,uc001qdy.2,uc001qdz.2,uc009zcc.2,uc009zcd.2,uc009zce.2"
ST3GAL5	"uc002sqp.1,uc002sqq.1,uc010fgq.1,uc010ysy.1,uc010ysz.1"
ST3GAL6	"uc003dsy.2,uc003dsz.2,uc003dta.2,uc003dtb.2,uc003dtc.2,uc010hpd.2"
ST5	"uc001mgt.2,uc001mgu.2,uc001mgv.2,uc001mgw.1,uc009yfr.2,uc009yfs.2,uc010rbp.1,uc010rbq.1"
ST6GAL1	"uc003frb.2,uc003frc.2,uc003frd.2"
ST6GAL2	"uc002tdq.2,uc002tdr.2,uc002tds.3"
ST6GALNAC1	"uc002jsh.2,uc002jsi.2,uc002jsj.2"
ST6GALNAC2	uc002jsg.3
ST6GALNAC3	"uc001dhg.3,uc001dhh.2,uc010orh.1"
ST6GALNAC4	"uc004bss.2,uc004bst.2"
ST6GALNAC5	"uc001dhi.2,uc001dhj.2,uc009wbw.2,uc010ori.1"
ST6GALNAC6	"uc004bsn.1,uc004bso.1,uc004bsp.1,uc004bsq.1,uc004bsr.2,uc010mxp.1,uc011man.1"
ST7L	"uc001ecc.2,uc001ecd.2,uc001ece.2,uc001ecf.2,uc001ecg.2,uc001ech.2,uc001eci.2,uc009wgh.2,uc009wgi.1,uc010owg.1,uc010owh.1,uc010owi.1,uc010owj.1"
ST7OT1	uc003vim.2
ST7OT2	"uc003viu.2,uc003viw.2"
ST7OT3	uc003viy.1
ST7OT4	uc003vip.1
ST7	"uc003vin.2,uc003vio.2,uc003viq.2,uc003vir.2,uc003vix.1,uc011knl.1,uc011knm.1,uc011knn.1"
ST8SIA1	"uc001rfo.3,uc009zix.2"
ST8SIA2	"uc002bra.2,uc002brb.2"
ST8SIA3	uc002lgn.2
ST8SIA4	"uc003knk.2,uc003knl.2"
ST8SIA5	"uc002lci.1,uc002lcj.1,uc010dno.1,uc010xcy.1,uc010xcz.1"
ST8SIA6	"uc001ipd.2,uc010qce.1"
STAB1	"uc003dei.1,uc003dej.2,uc003dek.1,uc003del.2"
STAB2	"uc001tjw.2,uc009zug.2"
STAC2	"uc002hrs.2,uc010cvt.2"
STAC3	"uc001snp.2,uc001snq.2,uc009zpl.2,uc010srm.1"
STAC	"uc003cgh.1,uc010hgd.1,uc011aya.1"
STAG1	"uc003era.1,uc003erb.1,uc003erc.1,uc003erd.2,uc003ere.2,uc010hua.1"
STAG2	"uc004etz.3,uc004eua.2,uc004eub.2,uc004euc.2,uc004eud.2,uc004eue.2"
STAG3L1	"uc003ucu.1,uc003ucv.1,uc003ucx.2,uc010lcz.1,uc011kfw.1,uc011kfx.1"
STAG3L2	"uc003ubj.3,uc011kfj.1"
STAG3L3	"uc003txa.2,uc003txd.3,uc010laq.1,uc011kem.1"
STAG3L4	"uc003tvt.3,uc010laj.2"
STAG3	"uc003utx.1,uc003uub.1,uc010lgs.1,uc011kjk.1"
STAM2	"uc002tyc.3,uc002tyd.2,uc010foa.1"
STAMBPL1	"uc001kfk.2,uc001kfl.2,uc001kfm.2,uc001kfn.2,uc009xto.2,uc010qmx.1"
STAMBP	"uc002sjs.2,uc002sjt.2,uc002sju.2,uc002sjv.2"
STAM	"uc001ipj.1,uc009xjw.1,uc010qcf.1"
STAP1	"uc003hde.3,uc003hdf.2"
STAP2	"uc002mab.2,uc002mac.2,uc002mad.2"
STARD10	"uc001osy.2,uc001osz.3,uc001ota.2,uc001otb.2"
STARD13	"uc001uuu.2,uc001uuv.2,uc001uuw.2,uc001uux.2,uc010abh.1,uc010tec.1"
STARD3NL	"uc003tfr.2,uc003tfs.2,uc003tft.2"
STARD3	"uc002hsd.2,uc002hse.2,uc002hsf.2,uc002hsg.2,uc010weg.1,uc010weh.1,uc010wei.1"
STARD4	"uc003kph.1,uc003kpi.1,uc003kpj.2,uc010jbw.1,uc010jbx.1"
STARD5	"uc002bgm.2,uc002bgn.2"
STARD6	uc010xdt.1
STARD7	"uc002svl.2,uc002svm.3"
STARD8	"uc004dxa.2,uc004dxb.2,uc004dxc.3"
STAR	"uc003xkv.1,uc010lwc.1"
STAT1	"uc002usj.2,uc002usk.2,uc002usl.2,uc010fse.1,uc010fsf.1"
STAT2	"uc001slb.2,uc001slc.2,uc001sld.2,uc010sqn.1"
STAT3	"uc002hzk.1,uc002hzl.1,uc002hzm.1,uc002hzn.1,uc010cyf.1,uc010wgh.1"
STAT4	"uc002usm.1,uc002usn.1,uc002uso.2,uc002usp.3,uc010zgk.1,uc010zgl.1,uc010zgm.1,uc010zgn.1,uc010zgo.1"
STAT5A	"uc002hzj.1,uc010cya.1,uc010cyb.1,uc010cyc.1,uc010cyd.1,uc010cye.1"
STAT5B	"uc002hzh.2,uc002hzi.3"
STAT6	"uc001sna.2,uc009zpe.2,uc009zpf.2,uc009zpg.2,uc010srb.1,uc010src.1,uc010srd.1"
STATH	"uc003heu.1,uc003hev.1"
STAU1	"uc002xua.2,uc002xub.2,uc002xuc.2,uc002xud.2,uc002xue.2,uc002xuf.2,uc002xug.2"
STAU2	"uc003xzm.2,uc003xzn.2,uc003xzo.2,uc003xzp.2,uc003xzq.2,uc003xzr.2,uc003xzs.2,uc010lzk.2,uc010lzl.1,uc011lfg.1,uc011lfh.1,uc011lfi.1"
STBD1	"uc003hjy.2,uc003hka.2,uc011cbv.1,uc011cbw.1"
STC1	uc003xdw.1
STC2	"uc003mcn.1,uc003mco.1"
STEAP1	"uc003ujx.2,uc010lem.2"
STEAP2	"uc003ujy.2,uc003ujz.2,uc003uka.2,uc003ukb.2,uc003ukc.2,uc003ukd.2,uc010len.2"
STEAP3	"uc002tlp.2,uc002tlq.2,uc002tlr.2,uc010fle.2"
STEAP4	"uc003ujs.2,uc003ujt.2,uc010lek.2"
STH	uc002ijy.2
STIL	"uc001crc.1,uc001crd.1,uc001cre.1,uc001crf.1,uc001crg.1,uc010omn.1,uc010omo.1"
STIM1	"uc001lyv.2,uc009yef.2,uc009yeg.2"
STIM2	"uc003gsg.3,uc003gsh.3,uc010iex.2,uc010iey.2"
STIP1	"uc001nyj.2,uc001nyk.1,uc010rnb.1"
STK10	uc003mbo.1
STK11IP	"uc002vml.2,uc002vmm.1,uc010zlj.1,uc010zlk.1,uc010zll.1"
STK11	uc002lrl.1
STK16	"uc002vko.2,uc002vkp.2,uc002vkq.2,uc002vkr.2,uc002vks.2,uc010fwf.2,uc010zky.1"
STK17A	uc003tih.2
STK17B	"uc002utk.2,uc010fsh.2"
STK19	"uc003nyt.2,uc003nyv.2,uc003nyw.2,uc003nza.2,uc003nzb.2,uc010jtn.1,uc011dow.1,uc011dox.1"
STK24	"uc001vnm.1,uc001vnn.1,uc010tim.1"
STK25	"uc002wbk.2,uc002wbl.2,uc002wbm.2,uc002wbn.2,uc002wbo.2,uc002wbp.2,uc010fzo.2,uc010zos.1,uc010zot.1,uc010zou.1,uc010zov.1,uc010zow.1"
STK31	"uc003sws.3,uc003swt.3,uc003swv.1,uc010kuq.2,uc011jze.1"
STK32A	"uc003lol.3,uc003lom.2,uc010jgn.1,uc011dbw.1"
STK32B	"uc003gih.1,uc010ida.1"
STK32C	"uc001llb.2,uc001llc.1,uc001lld.1,uc001lle.1,uc009ybc.1,uc009ybd.1,uc010quu.1"
STK33	"uc001mgi.1,uc001mgj.1,uc001mgk.1,uc001mgl.3,uc009yfp.2,uc010rbn.1"
STK35	"uc002wfw.3,uc010gak.2,uc010zpu.1"
STK36	"uc002viu.2,uc002viv.2,uc002viw.2,uc002vix.2"
STK38L	"uc001rhr.2,uc001rhs.2,uc010sjm.1,uc010sjn.1,uc010sjo.1"
STK38	"uc003omg.2,uc003omh.2,uc003omi.2"
STK39	uc002uea.2
STK3	"uc003yio.2,uc003yip.2,uc010mbm.1"
STK40	"uc001cak.1,uc001cal.1,uc001cam.1,uc001can.1,uc009vva.1"
STK4	"uc002xnb.2,uc010ggw.1,uc010ggx.2,uc010ggy.2"
STL	uc003pzq.2
STMN1	"uc001bky.2,uc001bkz.2,uc001bla.2,uc001blb.2,uc001blc.2,uc010oev.1"
STMN2	"uc003ybj.2,uc003ybk.2,uc010lzp.2,uc011lfn.1"
STMN3	"uc002yfr.1,uc011abb.1"
STMN4	"uc003xfj.2,uc003xfk.2,uc010luo.2,uc011lai.1,uc011laj.1,uc011lak.1"
STOML1	"uc002awe.2,uc002awf.2,uc002awg.2,uc002awh.2,uc002awi.2,uc010bje.2,uc010uld.1"
STOML2	"uc003zwh.2,uc003zwi.2,uc003zwj.2,uc003zwk.2,uc011lou.1"
STOML3	"uc001uwx.2,uc010tez.1"
STOM	"uc004blh.2,uc004bli.2,uc011lyk.1"
STON1-GTF2A1L	"uc002rwp.1,uc010yol.1"
STON1	"uc002rwo.3,uc002rwq.2,uc002rwr.2,uc010fbm.2"
STON2	"uc001xvk.1,uc010atc.1,uc010tvt.1,uc010tvu.1"
STOX1	"uc001joq.2,uc001jor.2,uc001jos.2,uc009xpy.2"
STOX2	"uc003ivz.1,uc003iwa.1"
STRA13	"uc002kdc.2,uc002kdd.2"
STRA6	"uc002axi.2,uc002axj.2,uc002axk.2,uc002axl.2,uc002axm.2,uc002axn.2,uc010bji.2,uc010bjj.1,uc010bjk.2,uc010ulh.1,uc010uli.1"
STRA8	uc011kpx.1
STRADA	"uc002jbm.2,uc002jbn.2,uc002jbo.2,uc002jbp.2,uc002jbq.2,uc002jbr.2,uc010ddw.2,uc010wpq.1,uc010wpr.1"
STRADB	uc002uyd.3
STRAP	"uc001rdc.3,uc001rdd.3,uc010shw.1"
STRBP	"uc004bnr.2,uc004bns.2,uc004bnt.2,uc004bnu.2,uc004bnv.2"
STRC	"uc001zse.2,uc001zsf.2,uc001zsg.1,uc010bdl.2,uc010udz.1"
STRN3	"uc001wqu.2,uc001wqv.2,uc010tpj.1"
STRN4	"uc002pfl.2,uc002pfm.2,uc010xyf.1,uc010xyg.1"
STRN	"uc002rpn.2,uc010ezx.2"
STS	"uc004crw.2,uc004crx.1,uc004cry.3,uc010ndm.1,uc011mhp.1"
STT3A	"uc001qcd.2,uc001qce.2,uc009zbm.2,uc009zbn.2,uc010sbg.1"
STT3B	"uc003cer.1,uc003cet.2,uc010hft.1,uc011axe.1"
STUB1	"uc002cit.2,uc002ciu.2,uc002civ.2,uc010bqz.2"
STX10	"uc002mwn.2,uc002mwo.2,uc010xna.1,uc010xnb.1,uc010xnc.1"
STX11	uc003qks.3
STX12	uc001bou.3
STX16	"uc002xzi.2,uc002xzj.2,uc002xzk.2,uc002xzl.2,uc002xzm.2,uc010zzq.1"
STX17	"uc004bak.2,uc004bal.3,uc010msx.2,uc011lvd.1"
STX18	uc003gic.2
STX19	uc003drh.1
STX1A	"uc003tyx.2,uc003tyy.2,uc010lbj.1"
STX1B	"uc010cad.2,uc010vfd.1"
STX2	"uc001uio.2,uc001uip.2,uc010tbj.1"
STX3	"uc001nog.2,uc009ymt.1,uc010rkx.1,uc010rky.1"
STX4	"uc002eak.2,uc002eal.2,uc002eam.2"
STX5	"uc001nvh.2,uc001nvi.2,uc001nvj.2,uc009yoh.2,uc010rmi.1,uc010rmj.1"
STX6	"uc001goo.2,uc009wxo.1,uc010pnq.1,uc010pnr.1"
STX7	"uc003qdg.2,uc011ecg.1,uc011ech.1"
STX8	uc002glx.2
STXBP1	"uc004brk.2,uc004brl.2"
STXBP2	"uc002mha.3,uc002mhb.3,uc002mhc.3,uc002mhe.1,uc010dvj.2,uc010dvk.2,uc010dvl.1,uc010xjr.1"
STXBP3	"uc001dvy.2,uc001dvz.2"
STXBP4	"uc002iuf.1,uc010dcc.1,uc010dcd.1"
STXBP5L	"uc003eec.3,uc011bji.1"
STXBP5	"uc003qlx.2,uc003qly.2,uc003qlz.2,uc003qma.2,uc010khz.1"
STXBP6	"uc001wpt.2,uc001wpu.2,uc001wpv.2,uc001wpw.2,uc001wpx.1"
STYK1	uc001qys.2
STYXL1	"uc003uef.2,uc003ueh.2,uc003uej.3,uc003uek.3,uc003uel.2,uc003uem.2,uc003uen.1,uc010ldg.1,uc010ldh.1,uc011kgf.1,uc011kgg.1"
STYX	"uc001xaa.2,uc010tqy.1"
SUB1	"uc003jhs.2,uc003jht.2"
SUCLA2	"uc001vbs.2,uc001vbt.1,uc001vbu.1,uc010tgb.1,uc010tgc.1,uc010tgd.1"
SUCLG1	"uc002son.2,uc010ysk.1"
SUCLG2	"uc003dna.3,uc010hob.2"
SUCNR1	uc003ezf.1
SUDS3	uc001twz.2
SUFU	"uc001kvw.1,uc001kvx.2,uc001kvy.1,uc009xxe.1,uc009xxf.1"
SUGT1L1	"uc001uxo.1,uc001uxp.1,uc001uxq.2"
SUGT1P1	uc010mjq.1
SUGT1	"uc001vha.2,uc001vhb.2,uc001vhc.2,uc001vhd.2,uc010thb.1"
SULF1	"uc003xyd.2,uc003xye.2,uc003xyf.2,uc003xyg.2,uc003xyh.1,uc003xyi.1,uc003xyj.1,uc010lza.1"
SULF2	"uc002xto.2,uc002xtq.2,uc002xtr.2,uc010ghv.1,uc010zyd.1"
SULT1A1	"uc002dqi.2,uc002dqj.2,uc002dqk.2,uc002dql.2,uc002dqm.2,uc002dqn.2,uc002dqo.2,uc002dqp.2"
SULT1A2	"uc002dqg.1,uc002dqh.1"
SULT1A3	"uc002dsu.2,uc002dsw.2,uc002dsz.2,uc002dta.2,uc002dtb.2,uc002dxd.2,uc002dxf.2,uc002dxi.2,uc002dxj.2,uc002dxk.2,uc010byw.2,uc010bzt.2,uc010vdp.1,uc010vek.1"
SULT1B1	uc003hen.2
SULT1C2	"uc002tdx.2,uc002tdy.2,uc010ywp.1,uc010ywq.1"
SULT1C3	uc010ywo.1
SULT1C4	"uc002tdz.2,uc002tea.1,uc002teb.1,uc010ywr.1"
SULT1E1	"uc003heo.2,uc010ihv.1"
SULT2A1	uc002phr.2
SULT2B1	"uc002pjl.2,uc002pjm.2"
SULT4A1	"uc003bed.1,uc003bee.1,uc003bef.1,uc011aqb.1"
SULT6B1	"uc002rpu.2,uc002rpv.2,uc002rpw.2,uc010fae.1,uc010faf.1,uc010fag.1,uc010yni.1"
SUMF1	"uc003bps.1,uc003bpz.1,uc010hby.1,uc011ass.1,uc011ast.1"
SUMF2	"uc003tro.2,uc003trt.2,uc003tru.2,uc003trv.2,uc003trx.2,uc011kcv.1,uc011kcw.1,uc011kcx.1,uc011kcy.1,uc011kcz.1,uc011kda.1"
SUMO1P1	uc010gik.2
SUMO1P3	uc001fvw.2
SUMO1	"uc002uyz.1,uc002uza.1"
SUMO2	"uc002jne.2,uc002jnf.2"
SUMO3	"uc002zfz.1,uc002zga.1,uc011afi.1"
SUMO4	uc003qml.2
SUN1	"uc003sje.1,uc003sjf.2,uc003sjg.2,uc003sji.2,uc003sjk.2,uc010ksa.1,uc011jvp.1,uc011jvq.1,uc011jvr.1"
SUN2	"uc003awh.1,uc003awi.1,uc010gxq.1,uc010gxr.1,uc010gxs.1,uc011anz.1,uc011aoa.1"
SUN3	"uc003tof.2,uc003tog.2,uc010kyq.2,uc011kcf.1"
SUN5	uc002wyi.2
SUOX	"uc001six.2,uc001siy.2,uc001siz.2,uc001sja.2,uc009zoh.2"
SUPT16H	"uc001wan.2,uc001wao.2,uc001wap.2,uc001waq.1"
SUPT3H	"uc003oxn.1,uc003oxo.2,uc003oxp.2,uc011dvv.1,uc011dvw.1"
SUPT4H1	"uc002iwd.1,uc002iwe.1"
SUPT5H	"uc002oln.3,uc002olo.3,uc002olp.3,uc002olq.3,uc002olr.3,uc002ols.1,uc010egp.1,uc010xvb.1"
SUPT6H	"uc002hby.2,uc002hbz.1,uc010crt.2"
SUPT7L	"uc002rlh.1,uc002rli.1,uc002rlj.1,uc010ezh.1,uc010ymf.1"
SUPV3L1	"uc001jpe.1,uc010qjd.1"
SURF1	"uc004cdg.1,uc004cdh.1"
SURF2	uc004cdi.2
SURF4	"uc004cdj.2,uc010nal.2,uc011mda.1,uc011mdb.1,uc011mdc.1,uc011mdd.1"
SURF6	uc004cdb.3
SUSD1	"uc004bfu.2,uc010mui.2,uc010muj.2"
SUSD2	uc002zzn.1
SUSD3	"uc004atb.2,uc004atc.2"
SUSD4	"uc001hnx.2,uc001hny.3,uc001hnz.2,uc010puw.1,uc010pux.1"
SUSD5	uc003cfo.1
SUV39H1	"uc004dkn.2,uc011mmf.1,uc011mmg.1"
SUV39H2	"uc001ing.2,uc001inh.2,uc001ini.2,uc001inj.2"
SUV420H1	"uc001onm.1,uc001onn.1,uc001ono.1,uc001onp.2,uc001onq.2,uc009yse.1,uc009ysf.2,uc010rqa.1"
SUV420H2	"uc002qkj.3,uc002qkk.1,uc002qkl.2,uc010esx.1"
SUZ12P	"uc002hfn.1,uc002hfo.2,uc002hfp.2,uc002hfq.2"
SUZ12	"uc002hgs.2,uc002hgt.2"
SV2A	"uc001etg.2,uc001eth.2,uc009wlk.2"
SV2B	"uc002bqt.2,uc002bqu.3,uc002bqv.2,uc010uqv.1"
SV2C	uc003kei.1
SVEP1	"uc004beu.2,uc004bev.2,uc010mty.2,uc010mtz.2,uc010mua.1"
SVIL	"uc001iut.1,uc001iuu.1,uc001iuv.1,uc009xlc.2,uc009xld.1,uc010qdw.1"
SVIP	uc001mqp.3
SVOPL	"uc003vue.2,uc011kqh.1"
SVOP	uc010sxh.1
SWAP70	"uc001mhv.2,uc001mhw.2,uc001mhx.2"
SYAP1	"uc004cxo.2,uc004cxp.2,uc011miv.1"
SYBU	"uc003ynh.3,uc003yni.3,uc003ynj.3,uc003ynk.3,uc003ynl.3,uc003ynm.3,uc003ynn.3,uc003yno.3,uc003ynp.3,uc010mco.2,uc010mcp.2,uc010mcq.2,uc010mcr.2,uc010mcs.2,uc010mct.2,uc010mcu.2,uc010mcv.2,uc011lhw.1"
SYCE1L	"uc002ffb.3,uc010vnh.1"
SYCE1	"uc001lnm.2,uc001lnn.2,uc001lno.2,uc009ybn.2,uc010qvf.1"
SYCE2	uc002mvr.2
SYCN	uc002okr.2
SYCP1	"uc001efq.2,uc001efr.2,uc009wgw.2,uc010owt.1"
SYCP2L	"uc003mzo.2,uc010jow.2,uc011dim.1,uc011din.1"
SYCP2	"uc002yaz.2,uc010gju.1"
SYCP3	"uc001tiq.2,uc001tir.2,uc001tis.2"
SYDE1	"uc002nah.1,uc002nai.1,uc002naj.1"
SYDE2	"uc001dku.3,uc009wcm.2"
SYF2	"uc001bjt.1,uc001bju.1,uc001bjv.1,uc010oeo.1"
SYK	"uc004aqy.2,uc004aqz.2,uc004ara.2,uc004arb.2,uc004arc.2,uc011ltr.1,uc011lts.1,uc011ltt.1"
SYMPK	"uc002pdn.2,uc002pdo.1,uc002pdp.1,uc002pdq.1"
SYN1	"uc004did.2,uc004die.2"
SYN2	"uc003bwl.1,uc003bwm.2,uc003bwn.2"
SYN3	"uc003amx.2,uc003amy.2,uc003amz.2,uc011amc.1"
SYNCRIP	"uc003pku.2,uc003pkv.2,uc003pkw.2,uc003pkx.2,uc003pky.2,uc003pkz.2,uc003pla.2"
SYNC	"uc001bvt.2,uc010ohl.1"
SYNE1	"uc003qop.3,uc003qoq.3,uc003qor.3,uc003qos.3,uc003qot.3,uc003qou.3,uc003qov.2,uc003qow.2,uc003qox.1,uc003qoy.2,uc003qoz.2,uc003qpa.1,uc010kiv.2,uc010kiw.2,uc010kiy.1,uc010kiz.2,uc010kja.1,uc010kjb.1,uc011eez.1"
SYNE2	"uc001xgk.2,uc001xgl.2,uc001xgm.2,uc001xgn.2,uc001xgo.2,uc001xgp.2,uc001xgq.2,uc001xgr.2,uc001xgs.2,uc001xgt.2,uc010apw.1,uc010apx.1,uc010apy.2,uc010apz.1,uc010aqa.2,uc010tsi.1"
SYNGAP1	"uc003oeo.1,uc010juy.2,uc010juz.2,uc011dri.1"
SYNGR1	"uc003axo.3,uc003axp.3,uc003axq.3,uc003axs.3"
SYNGR2	"uc002jut.2,uc002juu.1,uc002juv.1,uc010dhi.1"
SYNGR3	uc002cod.2
SYNGR4	uc002piz.2
SYNJ1	"uc002yqe.3,uc002yqf.2,uc002yqg.2,uc002yqh.2,uc002yqi.2,uc011ads.1"
SYNJ2BP	"uc001xmc.3,uc010arc.2"
SYNJ2	"uc003qqw.1,uc003qqx.1,uc003qqy.1,uc003qqz.1,uc003qra.1,uc010kjo.1,uc010kjp.1,uc011efm.1,uc011efn.1"
SYNM	"uc002buo.2,uc002bup.2,uc002buq.2"
SYNPO2L	"uc001jus.3,uc001jut.3"
SYNPO2	"uc003icm.3,uc010ina.2,uc010inb.2,uc010inc.2,uc011cgh.1"
SYNPO	"uc003lsn.2,uc003lso.3,uc003lsp.2"
SYNPR	"uc003dlp.2,uc003dlq.2,uc010hnt.2,uc011bfk.1,uc011bfl.1,uc011bfm.1"
SYNRG	"uc002hoa.2,uc002hob.2,uc002hoc.2,uc002hod.2,uc002hoe.2,uc002hof.2,uc002hog.1,uc010cvd.1,uc010wde.1,uc010wdf.1,uc010wdg.1,uc010wdh.1"
SYPL1	"uc003vdo.2,uc003vdp.2"
SYPL2	"uc001dxo.2,uc001dxp.2,uc001dxq.2,uc010ovk.1"
SYP	"uc004dmz.1,uc004dna.1,uc011mmz.1"
SYS1-DBNDD2	uc002xnx.2
SYS1	"uc002xnv.2,uc002xnw.1,uc010gha.2"
SYT10	"uc001rll.1,uc009zju.1"
SYT11	"uc001fmg.2,uc010pgq.1"
SYT12	"uc001oju.2,uc009yrl.2"
SYT13	"uc001myq.2,uc009yku.1"
SYT14L	uc010ihn.2
SYT14	"uc001hhs.3,uc001hht.3,uc001hhu.3,uc009xcv.2,uc010psn.1,uc010pso.1,uc010psp.1"
SYT15	"uc001jdz.2,uc001jea.2,uc001jeb.2,uc010qfp.1"
SYT16	"uc001xfu.1,uc010tsd.1,uc010tse.1"
SYT17	"uc002dfv.1,uc002dfw.2,uc002dfx.2,uc002dfy.2"
SYT1	"uc001sys.2,uc001syt.2,uc001syu.2,uc001syv.2"
SYT2	"uc001gye.2,uc009xaf.2,uc010pqb.1"
SYT3	"uc002pst.2,uc002psv.2,uc010ycd.1"
SYT4	"uc002law.2,uc010dng.2,uc010dnh.2,uc010xcm.1"
SYT5	"uc002qjm.1,uc002qjn.1,uc002qjo.1,uc002qjp.2"
SYT6	"uc001eeu.2,uc001eev.2"
SYT7	"uc001nrv.2,uc001nrx.1,uc009ynr.2"
SYT8	"uc001lud.2,uc001lue.1,uc001luf.1,uc009ydb.1,uc010qxb.1"
SYT9	"uc001mfd.2,uc001mfe.2,uc009yfi.2"
SYTL1	"uc001bnv.1,uc001bnw.1,uc001bnx.2,uc009vsu.1,uc009vsv.1"
SYTL2	"uc001pav.2,uc001paw.2,uc001pax.2,uc001pay.2,uc001paz.2,uc001pba.2,uc001pbb.2,uc001pbc.2,uc001pbd.2,uc001pbf.3,uc009yvj.2,uc010rte.1,uc010rtf.1,uc010rtg.1,uc010rth.1,uc010rti.1,uc010rtj.1"
SYTL3	"uc003qro.2,uc003qrp.2,uc003qrq.2,uc003qrr.2,uc003qrs.2,uc011efp.1,uc011efq.1"
SYTL4	"uc004egc.2,uc004egd.3,uc004ege.3,uc004egf.3,uc004egg.3,uc010nnb.2,uc010nnc.2"
SYTL5	"uc004ddu.2,uc004ddv.2,uc004ddx.2"
SYVN1	"uc001odb.2,uc001odc.2,uc009yqc.2"
TAAR1	uc003qdm.1
TAAR2	"uc003qdl.1,uc010kfr.1"
TAAR5	uc003qdk.2
TAAR6	uc011eck.1
TAAR8	uc011ecj.1
TAAR9	uc011eci.1
TAB1	"uc003axr.2,uc003axt.2,uc003axu.1,uc011aok.1"
TAB2	"uc003qmj.2,uc003qmk.3,uc010kia.1,uc010kib.1,uc011eec.1"
TAB3	"uc004dcj.2,uc004dck.2,uc010ngl.2"
TAC1	"uc003uop.3,uc003uoq.3,uc003uor.3,uc003uos.3"
TAC3	"uc001smo.2,uc001smp.2,uc001smq.2,uc001smr.2,uc001sms.2,uc001smt.2,uc001smu.2,uc001smv.2,uc010sqy.1"
TAC4	"uc002ipo.1,uc002ipp.1,uc002ipq.1,uc002ipr.1,uc002ips.1,uc002ipt.2,uc002ipu.2"
TACC1	"uc003xlz.2,uc003xma.2,uc003xmb.3,uc003xmc.3,uc003xmd.1,uc003xme.1,uc003xmf.3,uc003xmh.3,uc010lwo.1,uc010lwp.2,uc010lwq.2,uc011lby.1,uc011lbz.1,uc011lca.1,uc011lcb.1,uc011lcc.1,uc011lcd.1"
TACC2	"uc001lfv.2,uc001lfw.2,uc001lfx.2,uc001lfy.2,uc001lfz.2,uc001lga.2,uc001lgb.2,uc009xzx.2,uc009xzy.2,uc010qtv.1,uc010qtw.1"
TACC3	"uc003gdo.2,uc003gdp.2,uc010ibz.2,uc010ica.2"
TACO1	uc002jbd.2
TACR1	"uc002sng.2,uc002snh.2"
TACR2	"uc001jpm.2,uc001jpn.2"
TACR3	uc003hxe.1
TACSTD2	uc001cyz.3
TADA1	"uc001gdv.2,uc001gdw.2,uc009wve.2"
TADA2A	"uc002hnt.2,uc002hnu.1,uc002hnv.2,uc002hnw.2,uc010cvb.2,uc010wdd.1"
TADA2B	"uc003gjw.3,uc010idi.2"
TADA3	"uc003bsw.1,uc003bsx.1,uc003bsy.2,uc010hcn.1"
TAF10	uc001mej.1
TAF11	"uc003ojw.1,uc011dsr.1"
TAF12	"uc001bqw.2,uc001bqx.2,uc001bqy.2,uc009vti.2"
TAF13	uc001dwm.1
TAF15	"uc002hkb.2,uc002hkc.2,uc002hkd.2,uc010ctw.1"
